Number,Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
143,Audi,Q5,2015,16819.65,186138,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2015 audi q5 with Leather seats, Adaptive cruise control. Condition: Engine repaired."
144,Audi,Q7,2019,54259.47,297137,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2019 audi q7 with Rear camera, Leather seats, Navigation system. Condition: Minor scratches."
145,Audi,S8,2014,114504.57,203780,Sedan,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2014 audi s8 with Bluetooth, Navigation system, Adaptive cruise control, Sunroof. Condition: Minor scratches."
146,Audi,A6,2023,9038.79,103061,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 audi a6 with Leather seats, Adaptive cruise control, Rear camera, Sunroof. Condition: Engine repaired."
147,Audi,A5,2010,26823.69,163273,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2010 audi a5 with Bluetooth, Leather seats. Condition: Minor scratches."
148,Audi,Q7,2006,16945.2,229741,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2006 audi q7 with Rear camera, Navigation system, Adaptive cruise control. Condition: Dented door."
149,Audi,S7Rs7,2009,21794.13,13685,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2009 audi s7rs7 with Sunroof, Bluetooth. Condition: Repainted bumper."
150,Audi,S3Rs3,2023,60704.1,13523,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 audi s3rs3 with Sunroof, Rear camera, Bluetooth. Condition: Dented door."
151,Audi,R8,2019,61309.98,28428,Sports Car,10,Automatic Transmission,Gasoline,Black, Dubai,"2019 audi r8 with Leather seats, Sunroof, Bluetooth, Rear camera. Condition: Accident history."
152,Audi,Q7,2006,20245.41,58497,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2006 audi q7 with Leather seats, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
153,Audi,A7,2006,25308.18,41182,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2006 audi a7 with Navigation system, Adaptive cruise control, Sunroof, Rear camera. Condition: Dented door."
154,Audi,Tt,2015,41291.91,263869,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2015 audi tt with Navigation system, Leather seats, Rear camera. Condition: Repainted bumper."
155,Audi,Q7,2012,9903.06,288471,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2012 audi q7 with Bluetooth, Navigation system, Sunroof, Rear camera. Condition: Engine repaired."
156,Audi,S7Rs7,2007,178806.96,195328,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 audi s7rs7 with Rear camera, Adaptive cruise control, Leather seats, Navigation system. Condition: Minor scratches."
157,Audi,Q8,2013,79279.02,147088,SUV,6,Automatic Transmission,Gasoline,Beige, Abu Dhabi,"2013 audi q8 with Navigation system, Leather seats, Rear camera, Adaptive cruise control. Condition: No damage."
158,Audi,S7Rs7,2007,141015.87,164058,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 audi s7rs7 with Rear camera, Leather seats, Sunroof. Condition: Accident history."
159,Audi,A3,2020,11424.51,225592,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 audi a3 with Adaptive cruise control, Navigation system. Condition: Minor scratches."
160,Audi,Q8,2024,78982.29,251491,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 audi q8 with Rear camera, Navigation system. Condition: Minor scratches."
161,Audi,Tt,2022,26613.09,81377,Coupe,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 audi tt with Leather seats, Bluetooth, Navigation system, Sunroof. Condition: Dented door."
162,Audi,S8,2019,139283.28,122906,Sedan,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2019 audi s8 with Sunroof, Navigation system. Condition: Dented door."
163,Audi,Q3,2023,29516.4,289667,SUV,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2023 audi q3 with Sunroof, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
164,Audi,S3Rs3,2016,27535.14,56818,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2016 audi s3rs3 with Bluetooth, Navigation system. Condition: Dented door."
165,Audi,Q3,2012,10867.23,214797,SUV,4,Manual Transmission,Gasoline,Gold, Dubai,"2012 audi q3 with Sunroof, Adaptive cruise control. Condition: Accident history."
166,Audi,A8,2022,4868.37,299610,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2022 audi a8 with Adaptive cruise control, Sunroof. Condition: Minor scratches."
167,Audi,A5,2024,15700.5,183109,Hard Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2024 audi a5 with Rear camera, Adaptive cruise control, Sunroof. Condition: Dented door."
168,Audi,Rs6,2010,364341.78,221179,Hatchback,6,Automatic Transmission,Gasoline,Black, Dubai,"2010 audi rs6 with Leather seats, Sunroof. Condition: Dented door."
169,Audi,Q7,2022,5574.96,275873,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 audi q7 with Adaptive cruise control, Navigation system, Rear camera. Condition: Accident history."
170,Audi,Q3,2005,16695.99,149840,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 audi q3 with Adaptive cruise control, Leather seats. Condition: Minor scratches."
171,Audi,S3Rs3,2007,46575.81,26037,Sedan,5,Automatic Transmission,Gasoline,Blue, Dubai,"2007 audi s3rs3 with Sunroof, Rear camera, Adaptive cruise control. Condition: Minor scratches."
172,Audi,S3Rs3,2006,44751.69,133929,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai,"2006 audi s3rs3 with Adaptive cruise control, Rear camera, Sunroof. Condition: Accident history."
173,Audi,S3Rs3,2010,38083.77,37576,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2010 audi s3rs3 with Rear camera, Leather seats, Navigation system. Condition: Dented door."
174,Audi,Q8,2005,153475.02,70121,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2005 audi q8 with Navigation system, Adaptive cruise control. Condition: Minor scratches."
175,Audi,S7Rs7,2014,50063.67,145735,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 audi s7rs7 with Adaptive cruise control, Bluetooth, Rear camera, Leather seats. Condition: Repainted bumper."
176,Audi,Q7,2019,25702.11,293869,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 audi q7 with Navigation system, Bluetooth, Rear camera. Condition: Minor scratches."
177,Audi,A8,2015,18413.19,55658,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2015 audi a8 with Rear camera, Navigation system, Sunroof. Condition: Repainted bumper."
178,Audi,Q5,2009,28566.81,129400,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 audi q5 with Bluetooth, Leather seats, Rear camera. Condition: Repainted bumper."
179,Audi,S5Rs5,2006,11471.49,238066,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 audi s5rs5 with Rear camera, Navigation system, Leather seats, Adaptive cruise control. Condition: Minor scratches."
180,Audi,Q8,2016,198441.09,237530,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2016 audi q8 with Sunroof, Rear camera. Condition: Dented door."
181,Audi,Q7,2005,15917.58,280760,SUV,6,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2005 audi q7 with Navigation system, Leather seats, Bluetooth, Adaptive cruise control. Condition: No damage."
182,Audi,Q7,2022,13591.53,115902,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 audi q7 with Navigation system, Rear camera. Condition: No damage."
183,Audi,A8,2020,21503.88,60778,Sedan,8,Automatic Transmission,Gasoline,Gold, Dubai,"2020 audi a8 with Rear camera, Bluetooth, Adaptive cruise control. Condition: Dented door."
184,Audi,Rs6,2013,212977.08,225258,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai,"2013 audi rs6 with Sunroof, Bluetooth, Navigation system, Rear camera. Condition: Accident history."
185,Audi,Rs6,2023,239146.02,41998,Wagon,8,Automatic Transmission,Gasoline,Green, Dubai,"2023 audi rs6 with Bluetooth, Navigation system. Condition: Accident history."
186,Audi,Q7,2006,16581.24,227899,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2006 audi q7 with Adaptive cruise control, Rear camera, Bluetooth, Leather seats. Condition: Repainted bumper."
187,Audi,S8,2013,149559.48,16937,Sedan,8,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2013 audi s8 with Sunroof, Rear camera, Adaptive cruise control, Bluetooth. Condition: Accident history."
188,Audi,A6,2005,13375.53,76398,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 audi a6 with Bluetooth, Rear camera, Navigation system. Condition: Engine repaired."
189,Audi,A6,2021,13447.62,112376,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 audi a6 with Leather seats, Navigation system, Adaptive cruise control. Condition: Engine repaired."
190,Audi,A8,2022,12223.98,37587,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 audi a8 with Navigation system, Leather seats, Adaptive cruise control, Sunroof. Condition: No damage."
191,Audi,Q7,2017,17143.92,67063,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 audi q7 with Bluetooth, Navigation system, Adaptive cruise control. Condition: Dented door."
192,Audi,Rs6,2022,39398.67,296211,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 audi rs6 with Sunroof, Bluetooth. Condition: No damage."
193,Audi,Q7,2019,12455.1,97314,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2019 audi q7 with Leather seats, Rear camera, Navigation system, Bluetooth. Condition: Dented door."
194,Audi,A5,2007,20102.58,101780,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2007 audi a5 with Adaptive cruise control, Sunroof, Leather seats. Condition: Accident history."
195,Audi,Q7,2011,47286.18,89920,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2011 audi q7 with Adaptive cruise control, Rear camera. Condition: No damage."
196,Audi,Q7,2014,10223.82,98972,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 audi q7 with Sunroof, Leather seats. Condition: Dented door."
197,Audi,A6,2021,15087.6,141896,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 audi a6 with Adaptive cruise control, Rear camera, Navigation system, Leather seats. Condition: Repainted bumper."
198,Audi,Q7,2011,11862.18,42619,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2011 audi q7 with Adaptive cruise control, Navigation system. Condition: Accident history."
199,Audi,Q5,2022,10078.29,172259,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2022 audi q5 with Sunroof, Adaptive cruise control. Condition: No damage."
200,Audi,Q5,2010,10700.91,108648,SUV,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2010 audi q5 with Bluetooth, Rear camera, Navigation system, Leather seats. Condition: Dented door."
201,Audi,S3Rs3,2022,17875.35,146106,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 audi s3rs3 with Navigation system, Sunroof, Leather seats, Bluetooth. Condition: Engine repaired."
202,Audi,S4Rs4,2018,10781.91,76720,Soft Top Convertible,8,Automatic Transmission,Gasoline,Blue, Dubai,"2018 audi s4rs4 with Adaptive cruise control, Sunroof. Condition: No damage."
203,Audi,A8,2005,74366.37,44217,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 audi a8 with Navigation system, Adaptive cruise control. Condition: Dented door."
204,Audi,Q5,2020,7638.57,134447,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 audi q5 with Sunroof, Leather seats, Bluetooth, Rear camera. Condition: Engine repaired."
205,Audi,S3Rs3,2018,23255.37,256391,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2018 audi s3rs3 with Rear camera, Navigation system. Condition: Repainted bumper."
206,Audi,A8,2009,18605.43,143120,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 audi a8 with Adaptive cruise control, Navigation system, Rear camera. Condition: Dented door."
207,Audi,A6,2005,10715.49,55335,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 audi a6 with Navigation system, Leather seats, Bluetooth. Condition: No damage."
208,Audi,S3Rs3,2012,37561.86,130743,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2012 audi s3rs3 with Adaptive cruise control, Rear camera, Leather seats, Bluetooth. Condition: Minor scratches."
209,Audi,Q8,2008,189235.17,163558,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2008 audi q8 with Leather seats, Adaptive cruise control. Condition: Engine repaired."
210,Audi,E-Tron,2012,98388.54,240869,Sedan,0,Automatic Transmission,Electric,White, Dubai,"2012 audi e-tron with Sunroof, Adaptive cruise control, Bluetooth, Leather seats. Condition: Repainted bumper."
211,Audi,S3Rs3,2014,41140.98,294325,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 audi s3rs3 with Bluetooth, Sunroof. Condition: Repainted bumper."
212,Audi,Q7,2016,23113.35,169803,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2016 audi q7 with Bluetooth, Leather seats. Condition: Dented door."
213,Audi,S3Rs3,2022,51623.19,217901,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 audi s3rs3 with Rear camera, Leather seats. Condition: Minor scratches."
214,Audi,S3Rs3,2009,35094.06,267177,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2009 audi s3rs3 with Sunroof, Adaptive cruise control, Rear camera, Leather seats. Condition: Engine repaired."
215,Audi,A5,2014,4344.57,47649,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 audi a5 with Sunroof, Navigation system, Leather seats, Rear camera. Condition: Dented door."
216,Audi,Q7,2021,15003.63,51945,SUV,6,Automatic Transmission,Gasoline,Tan, Dubai,"2021 audi q7 with Sunroof, Adaptive cruise control, Bluetooth. Condition: Dented door."
217,Audi,Rs6,2024,193947.75,178470,Sports Car,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 audi rs6 with Bluetooth, Adaptive cruise control, Rear camera, Sunroof. Condition: No damage."
218,Audi,A7,2013,56359.26,272280,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2013 audi a7 with Bluetooth, Navigation system, Rear camera, Sunroof. Condition: Engine repaired."
219,Audi,S5Rs5,2017,41158.8,184597,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2017 audi s5rs5 with Navigation system, Leather seats, Rear camera. Condition: No damage."
220,Audi,R8,2013,127202.4,115509,Coupe,10,Automatic Transmission,Gasoline,Black, Dubai,"2013 audi r8 with Bluetooth, Navigation system, Adaptive cruise control. Condition: No damage."
221,Audi,S3Rs3,2010,56864.7,21159,Sedan,5,Automatic Transmission,Gasoline,Red, Dubai,"2010 audi s3rs3 with Adaptive cruise control, Sunroof, Leather seats. Condition: Engine repaired."
222,Audi,Q7,2005,18817.11,261398,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 audi q7 with Rear camera, Bluetooth, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
223,Audi,A7,2016,16058.52,183064,Sedan,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2016 audi a7 with Navigation system, Rear camera, Bluetooth. Condition: No damage."
224,Audi,Rsq3,2024,78940.17,262376,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 audi rsq3 with Navigation system, Adaptive cruise control. Condition: Dented door."
225,Audi,S3Rs3,2018,50956.02,159793,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai,"2018 audi s3rs3 with Bluetooth, Adaptive cruise control, Rear camera. Condition: Engine repaired."
226,Audi,Q8,2008,216278.64,22491,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 audi q8 with Sunroof, Rear camera, Leather seats, Bluetooth. Condition: Repainted bumper."
227,Audi,S8,2007,39654.9,48327,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2007 audi s8 with Rear camera, Leather seats, Adaptive cruise control. Condition: Accident history."
228,Audi,Q5,2011,8584.11,53659,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2011 audi q5 with Leather seats, Bluetooth. Condition: Repainted bumper."
229,Audi,A5,2018,9632.79,248755,Soft Top Convertible,6,Automatic Transmission,Gasoline,Silver, Dubai,"2018 audi a5 with Sunroof, Leather seats, Adaptive cruise control, Rear camera. Condition: Minor scratches."
230,Audi,A3,2022,8316,76261,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 audi a3 with Rear camera, Adaptive cruise control. Condition: Minor scratches."
231,Audi,Q8,2016,84292.11,36534,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2016 audi q8 with Rear camera, Bluetooth, Adaptive cruise control. Condition: Dented door."
232,Audi,Rs6,2019,163695.6,126620,Hatchback,6,Automatic Transmission,Gasoline,Black, Dubai,"2019 audi rs6 with Sunroof, Rear camera. Condition: No damage."
233,Audi,Q5,2013,48120.21,185654,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2013 audi q5 with Navigation system, Rear camera, Bluetooth. Condition: No damage."
234,Audi,Tt,2014,8822.52,230904,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 audi tt with Leather seats, Rear camera, Bluetooth, Sunroof. Condition: No damage."
235,Audi,Q5,2009,26618.22,185653,SUV,0,Automatic Transmission,Gasoline,Grey, Dubai,"2009 audi q5 with Adaptive cruise control, Rear camera. Condition: Dented door."
236,Audi,A3,2007,14774.4,264157,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 audi a3 with Bluetooth, Navigation system. Condition: Accident history."
237,Audi,R8,2008,107266.14,114582,Coupe,10,Automatic Transmission,Gasoline,Red, Dubai,"2008 audi r8 with Leather seats, Rear camera. Condition: Engine repaired."
238,Audi,Q5,2017,53320.41,137002,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2017 audi q5 with Leather seats, Rear camera, Adaptive cruise control, Sunroof. Condition: Dented door."
239,Audi,Q5,2006,10925.01,146419,SUV,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2006 audi q5 with Sunroof, Navigation system, Adaptive cruise control. Condition: Accident history."
240,Audi,Rsq3,2016,103679.73,156700,SUV,5,Automatic Transmission,Gasoline,Grey, Dubai,"2016 audi rsq3 with Rear camera, Bluetooth. Condition: Dented door."
241,Audi,A7,2017,23135.49,46352,Hatchback,6,Automatic Transmission,Gasoline,Black, Dubai,"2017 audi a7 with Rear camera, Bluetooth, Sunroof. Condition: Repainted bumper."
242,Audi,Other,2006,46805.85,121455,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 audi other with Bluetooth, Rear camera, Leather seats. Condition: Engine repaired."
243,Audi,Q7,2007,14610.51,181061,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2007 audi q7 with Rear camera, Bluetooth, Adaptive cruise control, Leather seats. Condition: Accident history."
